;ISIN-код бумаги;Номинал;Доходность;Цена послед.;Дюрация;Лучш. пред;Спрос;Размер купона;Длит. купона;Дата выпл. куп.;НКД;Погашение;До погашения;Оборот;Заявки куп.;Заявки прод.;Общ. предл.;Общ. спрос;Доходность
ЧТПЗ 1P2;RU000A0JXHE4;1000;8.5;104.89;1184;104.89;104.2;49.12;182;16.08.2018;16.46;10.02.2022;1395;20978;7;9;111338;451;9.850989011
ДельтКрБ12;RU000A0JWUB5;1000;7.17;0;505;0;102.5;49.65;184;29.09.2018;5.13;29.09.2026;3087;0;1;0;0;1000;9.849048913
ИААбсолют4;RU000A0JWU80;495.57;-12.41;0;55;0;63;12.3;92;11.06.2018;4.95;11.12.2043;9369;0;1;0;0;1;9.84702727
ЗСД 03;RU000A0JS4J1;1000;9.15;0;0;0;107;49.07;182;24.08.2018;14.29;06.02.2032;5043;0;1;0;0;250;9.840961538
ЗСД 04;RU000A0JS4K9;1000;9.15;0;0;0;107;49.07;182;24.08.2018;14.29;06.02.2032;5043;0;1;0;0;250;9.840961538
ЗСД 05;RU000A0JS4L7;1000;9.15;0;0;0;107;49.07;182;24.08.2018;14.29;06.02.2032;5043;0;1;0;0;250;9.840961538
ТомскАдм 6;RU000A0JWZ10;1000;10.19;0;0;0;100;24.51;91;08.06.2018;10.5;14.11.2021;1307;0;4;0;0;1031;9.830934066
БелгОб2016;RU000A0JWKB6;1000;6;0;0;110;101.01;24.46;91;12.06.2018;9.41;08.06.2021;1148;0;7;1;2108;84;9.810879121
ВЭБ 18;RU000A0JT403;1000;7.13;0;510;103.49;95.72;48.87;182;05.10.2018;2.95;17.09.2032;5267;0;4;3;73044;26;9.800851648
ГазпрнефБ3;RU000A0JWK41;1000;7.4;0;391;102.72;100.05;48.87;182;07.06.2018;35.17;03.05.2046;10243;0;5;1;4462;34;9.800851648
КИТФКапБО6;RU000A0JXLX6;1000;9.43;0;0;0;66;48.87;182;24.09.2018;5.91;21.03.2022;1434;0;2;0;0;30;9.800851648
НацКап Б08;RU000A0JVS93;1000;10;0;0;0;63;48.87;182;18.09.2018;7.52;15.09.2020;882;0;1;0;0;1;9.800851648
РосбанкБ11;RU000A0JX2F6;1000;7.67;0;564;0;0;48.87;182;20.06.2018;31.68;20.12.2026;3169;0;0;0;0;0;9.800851648
РосбанкБ12;RU000A0JX2D1;1000;7.67;0;564;0;0;48.87;182;20.06.2018;31.68;20.12.2026;3169;0;0;0;0;0;9.800851648
СистемБ1P4;RU000A0JWYQ5;1000;10.04;0;814;101.76;99.72;48.87;182;11.05.2018;42.42;30.10.2026;3118;0;8;17;25623;442;9.800851648
СистемБ1P7;RU000A0ZYQY7;1000;9.33;100.48;282;100.09;100.16;48.87;182;03.08.2018;19.87;21.01.2028;3566;1176558;37;31;21111;5562;9.800851648
СвердлОб3;RU000A0JWZ77;1000;7.38;0;1355;110;106.05;24.43;91;25.05.2018;14.23;15.11.2024;2404;0;5;2;513;28;9.798846154
СтаврКрай3;RU000A0JWY29;1000;8.18;0;1223;107.8;106.4;24.43;91;08.05.2018;18.79;07.11.2023;2030;0;8;4;27013;4088;9.798846154
ИАБСПБ2016;RU000A0JX1T9;599.28;-10.29;0;0;103.6;102.65;14.8;92;28.06.2018;3.22;28.06.2043;9203;0;2;1;200000;5001;9.797989471
ВЭБ ПБО1Р5;RU000A0JX4Q9;1000;0;0;0;0;62;48.13;180;06.07.2018;26.74;17.12.2021;1340;0;1;0;0;20;9.759694444
АльфаБО-16;RU000A0JWPV3;1000;6.02;0;0;0;90.51;48.62;182;09.08.2018;18.16;24.07.2031;4846;0;11;0;0;41;9.750714286
БелугаБО-4;RU000A0JVG89;500;9.41;0;0;0;65;24.31;182;31.05.2018;18.43;28.05.2020;772;0;2;0;0;4;9.750714286
ВЭБ 19;RU000A0JT6B2;1000;7.5;106.28;972;106.28;104.95;48.62;182;11.10.2018;1.34;23.09.2032;5273;3188;3;1;49997;1220;9.750714286
ВЭБ Б11;RU000A0JUTB1;1000;0;0;0;0;61.01;24.31;91;31.05.2018;12.55;16.08.2029;4139;0;3;0;0;22;9.750714286
ИКС5ФинБО7;RU000A0JWPL4;1000;8.05;0;286;101.85;101.31;48.62;182;07.08.2018;18.7;01.08.2023;1932;0;5;2;18094;18011;9.750714286
ИнтезБ1P1R;RU000A0JWVS7;1000;7.35;0;0;0;66.01;48.62;182;11.10.2018;1.34;10.10.2019;541;0;3;0;0;12;9.750714286
КрасЯрКр12;RU000A0JWXF0;1000;7.24;0;1205;109;108.25;48.62;182;02.05.2018;44.61;25.10.2023;2017;0;8;8;83203;783;9.750714286
ЛОКОБнкБО7;RU000A0JVU32;1000;15.51;0;76;101.85;99;24.31;91;02.07.2018;4.01;22.09.2025;2715;0;2;2;8;1002;9.750714286
СвязьБанк3;RU000A0JS1F5;1000;9.82;0;0;0;67.01;48.62;182;14.06.2018;33.12;09.12.2021;1332;0;2;0;0;2;9.750714286
ТМК БО-6;RU000A0JXPD9;1000;7.88;0;656;103.7;100.01;48.62;182;24.04.2018;46.75;13.04.2027;3283;0;6;4;555;153;9.750714286
ТрансФБО44;RU000A0JX0U9;1000;0;0;0;0;0;48.62;182;05.06.2018;35.53;24.11.2026;3143;0;0;0;0;0;9.750714286
ВЭБлизБ02;RU000A0JVER7;200;6.69;0;31;100.35;99.75;9.72;182;18.05.2018;8.07;18.05.2018;31;0;6;2;284;326;9.746703297
ВЭБ 08;RU000A0JR3G0;1000;7.16;0;832;105.48;95.93;48.37;182;16.10.2018;0;13.10.2020;910;0;4;2;922;30;9.700576923
РЖД-42 обл;RU000A0JWLU4;1000;0;0;0;0;68;48.37;182;26.06.2018;29.76;22.05.2046;10262;0;1;0;0;1;9.700576923
ИНГБ-БО5;RU000A0JVFJ1;1000;7.16;0;700;105.4;103.85;24.18;91;30.05.2018;12.76;27.05.2020;771;0;1;1;100;1000;9.698571429
СэтлГрБ1P1;RU000A0ZYEQ9;1000;10.79;98;1080;98;97.9;24.18;91;03.05.2018;19.93;27.10.2022;1654;49000;10;29;101659;388;9.698571429
ЧТПЗ 1P3;RU000A0JXME4;1000;8.23;0;1679;107.94;105.02;24.18;91;28.06.2018;5.05;21.03.2024;2165;0;5;8;8455;275;9.698571429
ГПБАэро 02;RU000A0JXM22;1000;13.74;0;0;0;90.02;48.22;182;28.09.2018;4.77;15.03.2030;4350;0;3;0;0;36;9.670494505
ВЭБ Б03;RU000A0JVLV4;1000;4;0;84;101.3;98.51;24.06;91;10.07.2018;1.85;10.07.2018;84;0;10;1;311;353;9.65043956
ЛСР БО 1Р2;RU000A0JXPM0;1000;8.92;102.65;944;102.65;102;24.06;91;25.04.2018;21.94;20.04.2022;1464;2053;4;20;48451;651;9.65043956
МОЭСК БО-6;RU000A0JWNK1;1000;7.83;0;750;104;103.15;48.12;182;26.07.2018;21.68;16.07.2026;3012;0;1;3;6501;2000;9.65043956
МосОбл2016;RU000A0JX0B9;1000;7.5;0;1345;108.9;108.03;24.06;91;29.05.2018;12.95;21.11.2023;2044;0;8;11;108375;19637;9.65043956
СИБУРХол11;RU000A0JWNV8;1000;-16.11;0;446;0;96.97;48.12;182;01.08.2018;20.09;22.07.2026;3018;0;3;0;0;7;9.65043956
СИБУРХол12;RU000A0JWU72;1000;0;0;0;0;60.16;48.12;182;26.09.2018;5.29;16.09.2026;3074;0;1;0;0;5;9.65043956
Тинькофф1R;RU000A0JXQ85;1000;8.26;101.5;350;101.5;101.15;48.12;182;27.04.2018;45.47;22.04.2022;1466;257810;11;4;38261;88;9.65043956
ТрнфБО1P2;RU000A0JWMS6;1000;8.05;0;1516;0;64.57;48.12;182;06.07.2018;26.97;30.06.2023;1900;0;2;0;0;25;9.65043956
Дельта13ИП;RU000A0JUV81;1000;8.62;0;0;0;0;48.38;183;01.10.2018;4.23;01.10.2024;2359;0;0;0;0;0;9.649562842
СамарОбл12;RU000A0JWM56;1000;6.35;0;1422;110;101.33;24.03;91;29.06.2018;4.75;21.06.2024;2257;0;9;2;53906;1601;9.638406593
КАМАЗ БО15;RU000A0JX2B5;1000;0;0;0;0;90.01;48.02;182;19.06.2018;31.4;02.12.2031;4977;0;2;0;0;11;9.630384615
ТамбовОбл2;RU000A0JWT75;1000;0;0;1254;108.99;104;23.93;91;27.06.2018;5.26;20.09.2023;1982;0;7;1;2;64;9.598296703
Акрон Б1P1;RU000A0JWV89;1000;7.49;0;821;104.7;103.36;47.62;182;04.10.2018;3.14;24.09.2026;3082;0;4;2;10000;1016;9.550164835
О'КЕЙ-Б01Р;RU000A0JXQH8;1000;7.92;0;961;105.9;103.51;23.81;91;03.05.2018;19.62;29.04.2021;1108;0;9;4;745;707;9.550164835
РусфинБ1P2;RU000A0JXLE6;1000;6.72;0;659;0;0;47.88;183;21.09.2018;6.8;23.03.2020;706;0;0;0;0;0;9.549836066
ГТЛК БО-01;RU000A0JU5S5;200;7.38;0;152;100.9;100.8;4.74;91;19.06.2018;1.46;18.09.2018;154;0;10;7;117633;12277;9.506043956
ГТЛК БО-02;RU000A0JU609;200;7.8;100.8;154;100.8;100.8;4.74;91;21.06.2018;1.35;20.09.2018;156;403;8;7;35243;18159;9.506043956
ИАФора14 А;RU000A0JV3S9;378.09;6.31;0;0;0;0;8.96;91;15.07.2018;0.2;15.10.2047;10773;0;0;0;0;0;9.505266349
ИАСанр2А;RU000A0JUPF0;216.82;4088900;0;0;0;70;1.75;31;28.04.2018;1.13;28.02.2046;10179;0;3;0;0;22;9.503200217
ДОМ.РФ19об;RU000A0JRF37;600;7.94;0;0;0;100.01;13.9;89;15.05.2018;9.53;15.11.2024;2404;0;6;0;0;17;9.50093633
АльфаБО-17;RU000A0JWUX9;1000;7.24;0;1104;107.3;105.25;47.37;182;02.10.2018;3.64;16.09.2031;4900;0;8;1;100;1036;9.500027473
БашнфБ1P1R;RU000A0JX2P5;1000;0;0;0;0;60;47.37;182;21.06.2018;30.45;12.12.2024;2431;0;1;0;0;20;9.500027473
БашнфБ1P2R;RU000A0JX2X9;1000;8.26;0;0;0;0;47.37;182;21.06.2018;30.45;14.12.2023;2067;0;0;0;0;0;9.500027473
БашнфтБО10;RU000A0JX2Q3;1000;0;0;0;0;60;47.37;182;21.06.2018;30.45;10.12.2026;3159;0;1;0;0;20;9.500027473
БелугаБП1;RU000A0JXTB5;1000;8.63;0;1051;103;101.98;47.37;182;12.06.2018;32.79;07.06.2022;1512;0;2;2;7000;1001;9.500027473
ДетМир Б-4;RU000A0JXMZ9;1000;8.31;0;670;103.89;101.81;47.37;182;05.10.2018;2.86;29.03.2024;2173;0;17;17;7706;1381;9.500027473
ЕАБР05;RU000A0JS8X3;1000;7.49;0;432;0;66;47.37;182;18.07.2018;23.42;15.07.2020;820;0;1;0;0;10;9.500027473
ЗенитБО-11;RU000A0JUGY0;1000;7.1;0;135;0;74.01;47.37;182;30.08.2018;12.23;28.02.2019;317;0;2;0;0;5;9.500027473
КИТФКапБ10;RU000A0JXSE1;1000;524.4;0;0;0;51;47.37;182;01.06.2018;35.66;21.05.2027;3321;0;1;0;0;10;9.500027473
КИТФКапБО5;RU000A0JUTR7;1000;10.01;0;0;0;65;47.37;182;25.06.2018;29.41;21.12.2020;979;0;2;0;0;30;9.500027473
МежИнБанк2;RU000A0JUG72;1000;8.63;0;348;101;0;47.37;182;25.04.2018;45.29;16.04.2025;2556;0;0;3;27659;0;9.500027473
НацКап-03;RU000A0JU1W6;1000;9.7;0;0;0;65;47.37;182;25.07.2018;21.6;25.07.2018;99;0;1;0;0;1;9.500027473
ПочтаРос02;RU000A0JT8N3;1000;9.72;0;0;0;100;47.37;182;20.04.2018;46.59;18.10.2019;549;0;5;0;0;78;9.500027473
РСХБ БО 1P;RU000A0JXMQ8;1000;7.43;104.85;815;104.8;103;47.37;182;28.09.2018;4.68;25.09.2020;892;106952;21;8;155212;25258;9.500027473
Роснфт1P3;RU000A0JX413;1000;0;0;0;0;0;47.37;182;28.06.2018;28.63;17.12.2026;3166;0;0;0;0;0;9.500027473
РусГидро01;RU000A0JRFN1;1000;7.59;0;978;105.4;0;47.37;182;15.10.2018;0.26;12.04.2021;1091;0;0;3;8726;0;9.500027473
РусГидро02;RU000A0JRFP6;1000;7.55;0;0;115.4;0;47.37;182;15.10.2018;0.26;12.04.2021;1091;0;0;1;4995;0;9.500027473
СОЮЗ БО-01;RU000A0JV0P1;1000;11.54;0;0;0;65;47.37;182;25.05.2018;37.48;22.11.2019;584;0;1;0;0;1;9.500027473
СОЮЗ БО-06;RU000A0JV0Q9;1000;9.62;0;0;0;66;47.37;182;25.05.2018;37.48;22.11.2019;584;0;2;0;0;2;9.500027473
Совком БО3;RU000A0JWPA7;1000;8.01;0;108;101.99;100.04;47.37;182;03.08.2018;19.26;30.07.2021;1200;0;1;2;10080;10;9.500027473
ГПБ БО-21;RU000A0JW9R7;1000;6.51;0;327;102.5;100.16;47.89;184;18.09.2018;7.81;18.03.2019;335;0;9;1;3000;10065;9.499918478
АвАгроБ1P1;RU000A0ZYC31;1000;9.84;0;168;100.57;100;23.68;91;05.07.2018;3.12;23.09.2027;3446;0;2;1;1500;1501;9.498021978
ВИСДев 01;RU000A0ZYHP4;1000;9.82;0;286;0;65;23.68;91;05.07.2018;3.12;05.02.2019;294;0;1;0;0;1;9.498021978
КОМИ 13 об;RU000A0JWZM1;1000;0;0;0;0;98;23.68;91;23.05.2018;14.32;16.11.2022;1674;0;4;0;0;66;9.498021978
СамолетБП3;RU000A0ZYME8;1000;0;0;0;0;0;23.68;91;29.06.2018;4.68;17.12.2021;1340;0;0;0;0;0;9.498021978
РН БАНК1Р1;RU000A0JXNV6;1000;7.45;0;683;103.74;0;47.38;183;15.10.2018;0.52;16.04.2020;730;0;0;2;50000;0;9.45010929
АльфаБО-18;RU000A0JX5W4;1000;7.29;0;596;103.7;102.91;47.12;182;23.07.2018;22.01;05.01.2032;5011;0;18;6;4825;296;9.44989011
ВЭБ ПБО1Р6;RU000A0JXMJ3;1000;9.49;0;101;100.64;100.03;47.12;182;27.07.2018;20.97;27.07.2018;101;0;12;11;315;845;9.44989011
ГСС БО-05;RU000A0JVF64;1000;7.75;0;688;103;99.05;47.12;182;24.05.2018;37.54;21.05.2020;765;0;12;5;4014;93;9.44989011
ИКС5Фин1P1;RU000A0JWUD1;1000;7.61;0;503;102.81;102.65;47.12;182;27.09.2018;4.92;11.09.2031;4895;0;5;3;13384;953;9.44989011
ПочтаРос03;RU000A0JT8R4;1000;5.91;0;343;103.49;94.68;47.12;182;20.04.2018;46.34;18.10.2019;549;0;5;2;12;55;9.44989011
ТрнфБО1P3;RU000A0JWPW1;1000;7.79;0;1562;108.98;107.75;47.12;182;09.08.2018;17.61;03.08.2023;1934;0;7;4;30150;1029;9.44989011
ВлгОб35007;RU000A0JXSD3;1000;7.46;0;1493;105.69;105.48;23.44;91;10.06.2018;9.53;02.06.2024;2238;0;8;8;9231;113;9.401758242
БашнфБ1P3R;RU000A0JX9X4;1000;0;0;0;0;60;46.87;182;30.07.2018;20.09;22.01.2024;2106;0;1;0;0;20;9.399752747
ГазпрнефБ1;RU000A0JWRE5;1000;7.69;0;1073;107;105.4;46.87;182;28.08.2018;12.62;24.07.2046;10325;0;6;1;18115;1024;9.399752747
ГазпрнефБ4;RU000A0JWRF2;1000;7.73;0;1073;106.48;104.41;46.87;182;28.08.2018;12.62;24.07.2046;10325;0;7;2;4754;1054;9.399752747
ДелПорт1P1;RU000A0JXVG0;1000;9.01;0;1278;101.99;101;46.87;182;10.07.2018;25.24;05.07.2022;1540;0;1;4;18868;78;9.399752747
МТС БО-02;RU000A0JWRV9;1000;6.74;100.99;136;100.99;100.5;46.87;182;31.08.2018;11.85;15.08.2031;4868;1010;4;1;44853;46;9.399752747
РЖД-41 обл;RU000A0JX1S1;1000;7.37;0;558;0;102.6;46.87;182;14.06.2018;31.93;27.11.2031;4972;0;5;0;0;3004;9.399752747
РоснфтБО10;RU000A0JV235;1000;9.53;0;0;0;65;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;0;0;1;9.399752747
РоснфтБО11;RU000A0JV243;1000;9.53;0;0;0;65;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;0;0;1;9.399752747
РоснфтБО12;RU000A0JV250;1000;9.53;0;0;0;65;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;0;0;1;9.399752747
РоснфтБО13;RU000A0JV268;1000;9.53;0;0;0;63;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;0;0;1;9.399752747
РоснфтБО14;RU000A0JV227;1000;9.53;0;0;0;63;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;0;0;1;9.399752747
РоснфтБО2;RU000A0JV1W5;1000;7.47;0;0;0;0;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;0;0;0;0;9.399752747
РоснфтБО3;RU000A0JV1X3;1000;7.79;109;1826;100;106.5;46.87;182;07.06.2018;33.74;28.11.2024;2417;16355;6;5;74375;10038;9.399752747
РоснфтБО4;RU000A0JV1Y1;1000;7.61;0;0;0;0;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;0;0;0;0;9.399752747
РоснфтБО8;RU000A0JV201;1000;9.53;0;0;0;63;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;0;0;1;9.399752747
РоснфтБО9;RU000A0JV219;1000;7.5;0;1830;109;107;46.87;182;07.06.2018;33.74;28.11.2024;2417;0;1;2;10000;5000;9.399752747
ТрансКонБ2;RU000A0JWTH4;1000;7.12;0;880;105;63.64;46.87;182;20.09.2018;6.7;16.09.2021;1248;0;2;3;10001;6;9.399752747
Роснфт1P2;RU000A0JX355;1000;7.75;0;1139;105.34;104.8;46.82;182;22.06.2018;29.84;11.12.2026;3160;0;2;11;271332;101000;9.389725275
ЯНАО-2016;RU000A0JX0Z8;1000;7.23;0;745;104.75;103.76;23.36;91;06.06.2018;10.53;06.12.2023;2059;0;11;4;2540;4092;9.36967033
ГПБ БО-23;RU000A0JXHQ8;1000;7.41;103.5;628;103.5;100.71;46.37;181;20.08.2018;14.35;20.02.2020;674;51750;15;5;25221;160;9.350856354
Росбанк-А8;RU000A0JVSG0;1000;6.5;0;0;0;0;46.88;183;24.09.2018;5.89;29.09.2025;2722;0;0;0;0;0;9.350382514
АльфаБО-13;RU000A0JUU90;1000;7.81;0;489;139;100.5;46.62;182;13.09.2018;8.45;30.08.2029;4153;0;10;1;1;43;9.349615385
ДОМ.РФ Б-5;RU000A0JX2R1;1000;7.31;0;571;103.5;102.8;23.31;91;22.06.2018;6.4;22.12.2049;11572;0;3;3;50567;20002;9.349615385
ЕАБР07;RU000A0JS8Z8;1000;9.54;0;0;0;100;46.62;182;26.09.2018;5.12;23.09.2020;890;0;1;0;0;4;9.349615385
ПочтаРос04;RU000A0JT8T0;1000;7.34;0;0;0;73;46.62;182;20.04.2018;45.85;18.10.2019;549;0;5;0;0;46;9.349615385
ПочтаРосБ3;RU000A0JWTL6;1000;7.91;0;496;104;102.16;46.62;182;20.09.2018;6.66;10.09.2026;3068;0;2;1;10;11;9.349615385
РСХБ 18;RU000A0JT874;1000;7.48;0;342;101.95;90.01;46.62;182;19.04.2018;46.11;13.10.2022;1640;0;5;2;2223;25;9.349615385
РСХБ 24;RU000A0JVN56;1000;9.16;0;0;0;64;23.31;91;20.04.2018;22.54;11.07.2025;2642;0;3;0;0;22;9.349615385
РСХБ 25;RU000A0JVN64;1000;9.59;0;0;0;64;23.31;91;23.04.2018;21.77;14.07.2025;2645;0;3;0;0;22;9.349615385
РСХБ 26;RU000A0JVN98;1000;7689600;0;0;0;50.01;23.31;91;24.04.2018;21.52;15.07.2025;2646;0;3;0;0;121;9.349615385
ТМК БО-7;RU000A0JXSF8;1000;7.66;0;983;0;98.02;46.62;182;01.06.2018;35.09;21.05.2027;3321;0;5;0;0;51;9.349615385
ФСК ЕЭС Б2;RU000A0JX090;1000;0;0;0;0;61.01;23.31;91;29.05.2018;12.55;17.10.2051;12236;0;2;0;0;2;9.349615385
АтомэнпБО1;RU000A0JW159;1000;0;0;0;0;62;46.52;182;14.05.2018;39.62;02.11.2026;3121;0;1;0;0;1;9.32956044
АтомэнпБО2;RU000A0JX1V5;1000;0;0;0;0;0;46.52;182;14.06.2018;31.7;03.12.2026;3152;0;0;0;0;0;9.32956044
МРСКУр Б05;RU000A0JWR51;1000;0;0;0;0;0;46.47;182;24.08.2018;13.53;14.08.2026;3041;0;0;0;0;0;9.319532967
МРСКЦенБО5;RU000A0JWR44;1000;0;0;0;0;70;46.47;182;24.08.2018;13.53;14.08.2026;3041;0;1;0;0;1;9.319532967
ЕАБР01;RU000A0JR050;1000;7.79;0;274;101.45;61.01;23.19;91;30.04.2018;19.87;28.01.2019;286;0;2;2;9;2;9.301483516
ОмскОб2016;RU000A0JWX87;1000;8.2;0;978;105.45;103.68;23.19;91;01.05.2018;19.62;01.11.2021;1294;0;9;2;50005;4058;9.301483516
ЦентрИБ1Р3;RU000A0ZYE54;1000;9.68;0;256;0;65;44.59;175;18.04.2018;44.33;16.01.2019;274;0;1;0;0;1;9.3002
БашнфтБО9;RU000A0JWX04;1000;8.29;0;0;0;86.01;46.37;182;26.04.2018;44.08;15.10.2026;3103;0;2;0;0;51;9.299478022
СилМашины2;RU000A0JU716;1000;17.5;0;820;98.54;98;46.37;182;04.10.2018;3.06;28.09.2023;1990;0;12;9;3516;399;9.299478022
ТранснфБО6;RU000A0JWS92;1000;7.76;106.15;1343;106.15;105.55;46.37;182;04.09.2018;10.7;25.08.2026;3052;8212826;5;3;124560;101125;9.299478022
ТрнфБО1P4;RU000A0JWVC1;1000;7.24;0;1375;108.2;106.1;46.37;182;04.10.2018;3.06;29.09.2022;1626;0;6;1;1000;1028;9.299478022
ИАПульс-2А;RU000A0JVHJ7;342.94;-28.53;0;0;0;62;2.61;30;03.05.2018;1.22;03.01.2038;7201;0;1;0;0;1;9.259637254
Мордовия01;RU000A0JU8Q3;300;7.08;101.18;182;100.7;100.73;6.92;91;23.04.2018;6.46;22.10.2018;188;60060;20;16;32408;11200;9.252014652
ИАВ 5;RU000A0JXQU1;663.14;-38.17;0;11;0;0;5.21;31;28.04.2018;3.36;28.08.2049;11456;0;0;0;0;0;9.25046723
КонцесТ 01;RU000A0JXN62;1000;9.24;0;0;0;63;92.25;364;09.04.2019;1.77;06.04.2032;5103;0;1;0;0;1;9.250343407
СберБ БО37;RU000A0JWUE9;1000;7.29;0;1109;106.29;105.21;46.63;184;30.09.2018;4.56;30.09.2021;1262;0;11;5;86182;5301;9.249972826
АвАгроБ1P2;RU000A0ZYH02;1000;8.5;100.59;218;100.59;100;23.06;91;29.05.2018;12.42;16.11.2027;3500;1006;1;1;1499;1500;9.249340659
АрчерФин01;RU000A0JUJW8;1000;12.56;0;1236;0;60;46.12;182;02.10.2018;3.55;29.03.2022;1442;0;1;0;0;1;9.249340659
АшинМЗ БО1;RU000A0JUQC5;1000;110.71;0;69;88;85.1;46.12;182;25.06.2018;28.64;17.06.2024;2253;0;13;15;31252;209;9.249340659
ИркОбл2016;RU000A0JX314;1000;7.18;0;959;106;102.03;23.06;91;25.06.2018;5.58;25.12.2021;1348;0;10;2;75;1326;9.249340659
НацКап Б06;RU000A0JUKS4;1000;9.46;0;0;0;63;46.12;182;23.04.2018;44.6;22.04.2019;370;0;1;0;0;1;9.249340659
НацКап Б07;RU000A0JUKT2;1000;9.46;0;0;0;65;46.12;182;23.04.2018;44.6;22.04.2019;370;0;1;0;0;1;9.249340659
НацСтдБО-1;RU000A0JVH05;1000;8.61;0;55;100.1;100;46.12;182;11.06.2018;32.18;11.06.2020;786;0;2;1;5000;70;9.249340659
РЕГИОН БО4;RU000A0JVLW2;1000;9.34;0;0;0;65;46.12;182;10.07.2018;24.84;10.07.2018;84;0;1;0;0;1;9.249340659
РЕГИОН БО5;RU000A0JVLX0;1000;9.34;0;0;0;65;46.12;182;10.07.2018;24.84;10.07.2018;84;0;1;0;0;1;9.249340659
РЕСОЛизБ01;RU000A0JU6M6;1000;9.45;0;0;0;63.01;46.12;182;27.09.2018;4.82;21.09.2023;1983;0;2;0;0;2;9.249340659
СМП 03;RU000A0JXJP6;1000;0;0;0;0;0;46.12;182;22.06.2018;29.4;17.04.2018;0;0;0;0;0;0;9.249340659
Система1P8;RU000A0ZYWU3;1000;7.05;0;0;103;80.01;46.12;182;05.09.2018;10.39;23.02.2028;3599;0;5;1;95;78;9.249340659
ТрнфБО1P5;RU000A0JXC24;1000;7.23;0;1672;109;106;46.12;182;03.08.2018;18.75;26.01.2024;2110;0;4;4;17348;60;9.249340659
УОМЗ БО-2;RU000A0ZYLL5;1000;0;0;0;0;100;46.12;182;22.06.2018;29.4;18.12.2020;976;0;1;0;0;50;9.249340659
ИАВТБ-БМ2А;RU000A0JWBA7;511.4;0;0;0;0;60;11.92;92;02.06.2018;5.96;02.03.2051;12007;0;1;0;0;1;9.2474197
МРСКЮг БО2;RU000A0JXVT3;1000;0;0;0;0;60;23.04;91;06.07.2018;2.78;01.07.2022;1536;0;1;0;0;1;9.241318681
ИАСанр1А;RU000A0JUPU9;224.55;4070100;0;0;0;70;1.76;31;28.04.2018;1.14;28.07.2044;9599;0;2;0;0;5;9.228492828
ИА ХМБ-1 А;RU000A0JU0Y4;264.13;-8.86;0;38;0;0;5.93;89;25.05.2018;3.4;25.08.2045;9992;0;0;0;0;0;9.207459555
ВЭБ Б05;RU000A0JVQA7;1000;7.05;0;771;105;95.26;22.94;91;24.05.2018;13.61;20.08.2020;856;0;3;1;21984;24;9.201208791
ДОМ.РФ Б-3;RU000A0JVCJ8;1000;9.72;0;1;100.3;99.11;22.94;91;18.04.2018;22.68;18.04.2018;1;0;11;1;8715;133;9.201208791
ПромсвбБО6;RU000A0JUVF8;1000;8.92;0;168;100.2;100.01;46.13;183;02.10.2018;3.78;02.10.2019;533;0;7;9;27212;5029;9.20079235
Ростел1P1R;RU000A0JWTN2;1000;7.07;0;497;0;101.91;45.87;182;20.09.2018;6.55;10.09.2026;3068;0;3;0;0;521;9.199203297
ЦентрИнБ10;RU000A0JUMX0;1000;8.7;0;36;0;0;45.87;182;23.05.2018;36.8;22.05.2019;400;0;0;0;0;0;9.199203297
ЮнКрБанБ10;RU000A0JUAJ4;1000;7.92;0;209;0;75.01;45.87;182;22.05.2018;37.05;20.11.2018;217;0;4;0;0;8;9.199203297
ИААбсолют1;RU000A0JTSV3;91.12;5.52;0;25;0;0;2.04;89;12.05.2018;1.47;12.11.2040;8245;0;0;0;0;0;9.18161999
МКБ БО-11;RU000A0JUQR3;1000;8;0;426;101.47;101.46;45.37;181;10.07.2018;24.32;10.07.2019;449;0;8;5;82;3182;9.149198895
ГПБ БО-16;RU000A0JXP45;1000;7.52;0;805;103.94;101.2;45.62;182;18.04.2018;45.37;18.04.2024;2193;0;10;4;80838;574;9.149065934
МОЭСК БО-9;RU000A0JXJS0;1000;7.52;0;633;0;102.5;45.62;182;27.08.2018;12.53;15.02.2027;3226;0;2;0;0;100;9.149065934
РоссетиБО2;RU000A0JWRM8;1000;0;0;0;0;68;45.62;182;28.08.2018;12.28;18.08.2026;3045;0;1;0;0;1;9.149065934
РоссетиБО3;RU000A0JWRN6;1000;0;0;0;0;68;45.62;182;28.08.2018;12.28;18.08.2026;3045;0;1;0;0;1;9.149065934
ХМАО 10;RU000A0JX215;1000;6.94;0;1201;108;104.8;22.81;91;25.06.2018;5.52;18.12.2023;2071;0;10;2;5122;274;9.149065934
ОФЗ 24019;RU000A0JX0J2;1000;6.71;101.593;505;101.449;101.501;45.52;182;18.04.2018;0;16.10.2019;547;17454903;49;69;169196;121575;9.129010989
